valid,type,issue,module,commit,parent,testcase,has_test_annotation,traces,bugged_components,description,extra_description,blamed_components,diff
True,Regression,366,tika-core,8d76fd9c2106b55bb08a47a6c71df30e55d54687,7ece6ff5d3d16a8a4e3180abdff07a817a844a65,org.apache.tika.mime.MimeDetectionTest.testDetection,False,[],,,,org.apache.tika.mime.mimetypes.getminlength(),"u'diff --git a/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java b/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java\nindex a12a07bbb..f9db96374 100644\n--- a/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java\n+++ b/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java\n@@ -57,6 +57,8 @@ public class MimeDetectionTest extends TestCase {\n                 ""test-difficult-rdf2.xml"");\n         // add evil test from TIKA-327\n         testFile(""text/html"", ""evilhtml.html"");\n+        // add another evil html test from TIKA-357\n+        testFile(""text/html"", ""testlargerbuffer.html"");\n     }\n     \n     public void testAutosetSupertype() throws MimeTypeException {'"
True,Regression,366,tika-core,8d76fd9c2106b55bb08a47a6c71df30e55d54687,7ece6ff5d3d16a8a4e3180abdff07a817a844a65,org.apache.tika.mime.MimeDetectionTest.testDetection,False,[],,,,org.apache.tika.mime.mimetypes.getminlength(),"u'diff --git a/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java b/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java\nindex a12a07bbb..f9db96374 100644\n--- a/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java\n+++ b/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java\n@@ -57,6 +57,8 @@ public class MimeDetectionTest extends TestCase {\n                 ""test-difficult-rdf2.xml"");\n         // add evil test from TIKA-327\n         testFile(""text/html"", ""evilhtml.html"");\n+        // add another evil html test from TIKA-357\n+        testFile(""text/html"", ""testlargerbuffer.html"");\n     }\n     \n     public void testAutosetSupertype() throws MimeTypeException {'"
True,Regression,311,tika-parsers,99c2dd5ea17081585bf559962e33366c4b2428d1,d5090690acc7a353944f78c895cd7030cc34dce8,org.apache.tika.parser.html.HtmlParserTest.testParseAscii,False,[],,,,org.apache.tika.parser.html.htmlparser.getbodyhandler(xhtmlcontenthandler),"u'diff --git a/tika-parsers/src/test/java/org/apache/tika/parser/html/HtmlParserTest.java b/tika-parsers/src/test/java/org/apache/tika/parser/html/HtmlParserTest.java\nindex 3b6a4baf8..2259727bc 100644\n--- a/tika-parsers/src/test/java/org/apache/tika/parser/html/HtmlParserTest.java\n+++ b/tika-parsers/src/test/java/org/apache/tika/parser/html/HtmlParserTest.java\n@@ -39,6 +39,7 @@ public class HtmlParserTest extends TestCase {\n     public void testParseAscii() throws Exception {\n         String path = ""/test-documents/testHTML.html"";\n         final StringWriter href = new StringWriter();\n+        final StringWriter name = new StringWriter();\n         ContentHandler body = new BodyContentHandler();\n         Metadata metadata = new Metadata();\n         InputStream stream = HtmlParserTest.class.getResourceAsStream(path);\n@@ -49,7 +50,11 @@ public class HtmlParserTest extends TestCase {\n                         String u, String l, String n, Attributes a)\n                         throws SAXException {\n                     if (""a"".equals(l)) {\n-                        href.append(a.getValue(""href""));\n+                        if (a.getValue(""href"") != null) {\n+                            href.append(a.getValue(""href""));\n+                        } else if (a.getValue(""name"") != null) {\n+                            name.append(a.getValue(""name""));\n+                        }\n                     }\n                 }\n             };\n@@ -66,6 +71,7 @@ public class HtmlParserTest extends TestCase {\n         assertEquals(""5"", metadata.get(""refresh""));\n \n         assertEquals(""http://www.apache.org/"", href.toString());\n+        assertEquals(""test-anchor"", name.toString());\n \n         String content = body.toString();\n         assertTrue('"
True,Regression,311,tika-parsers,99c2dd5ea17081585bf559962e33366c4b2428d1,d5090690acc7a353944f78c895cd7030cc34dce8,org.apache.tika.parser.html.HtmlParserTest.testParseAscii,False,[],,,,org.apache.tika.parser.html.htmlparser.getbodyhandler(xhtmlcontenthandler),"u'diff --git a/tika-parsers/src/test/java/org/apache/tika/parser/html/HtmlParserTest.java b/tika-parsers/src/test/java/org/apache/tika/parser/html/HtmlParserTest.java\nindex 3b6a4baf8..2259727bc 100644\n--- a/tika-parsers/src/test/java/org/apache/tika/parser/html/HtmlParserTest.java\n+++ b/tika-parsers/src/test/java/org/apache/tika/parser/html/HtmlParserTest.java\n@@ -39,6 +39,7 @@ public class HtmlParserTest extends TestCase {\n     public void testParseAscii() throws Exception {\n         String path = ""/test-documents/testHTML.html"";\n         final StringWriter href = new StringWriter();\n+        final StringWriter name = new StringWriter();\n         ContentHandler body = new BodyContentHandler();\n         Metadata metadata = new Metadata();\n         InputStream stream = HtmlParserTest.class.getResourceAsStream(path);\n@@ -49,7 +50,11 @@ public class HtmlParserTest extends TestCase {\n                         String u, String l, String n, Attributes a)\n                         throws SAXException {\n                     if (""a"".equals(l)) {\n-                        href.append(a.getValue(""href""));\n+                        if (a.getValue(""href"") != null) {\n+                            href.append(a.getValue(""href""));\n+                        } else if (a.getValue(""name"") != null) {\n+                            name.append(a.getValue(""name""));\n+                        }\n                     }\n                 }\n             };\n@@ -66,6 +71,7 @@ public class HtmlParserTest extends TestCase {\n         assertEquals(""5"", metadata.get(""refresh""));\n \n         assertEquals(""http://www.apache.org/"", href.toString());\n+        assertEquals(""test-anchor"", name.toString());\n \n         String content = body.toString();\n         assertTrue('"
True,Regression,296,tika-parsers,c5038b8fd110a3305645ad9791a6d10315ca577f,a463b9fd2ac3046b7e669b3549385f962a2482f5,org.apache.tika.mime.MimeTypesTest.testSubTypes,False,[],,,,org.apache.tika.mime.mimetypes.getmimetype(string)@org.apache.tika.mime.mimetypes.forname(string)@org.apache.tika.mime.mimetypes.mimetypes(),"u'diff --git a/tika-parsers/src/test/java/org/apache/tika/mime/MimeTypesTest.java b/tika-parsers/src/test/java/org/apache/tika/mime/MimeTypesTest.java\nindex 3cea64701..9aebb32e2 100644\n--- a/tika-parsers/src/test/java/org/apache/tika/mime/MimeTypesTest.java\n+++ b/tika-parsers/src/test/java/org/apache/tika/mime/MimeTypesTest.java\n@@ -18,6 +18,9 @@ package org.apache.tika.mime;\n \n import java.io.IOException;\n import java.io.InputStream;\n+import java.util.Arrays;\n+import java.util.Iterator;\n+\n import junit.framework.TestCase;\n \n public class MimeTypesTest extends TestCase {\n@@ -68,14 +71,20 @@ public class MimeTypesTest extends TestCase {\n    }\n \n     public void testSubTypes() {\n-        assertEquals(1, binary.getSubTypes().size());\n-        assertEquals(\n-                ""text/plain"",\n-                binary.getSubTypes().iterator().next().getName());\n+        assertEquals(2, binary.getSubTypes().size());\n+        Iterator<MimeType> iter = binary.getSubTypes().iterator();\n+        String[] typeNames = new String[2];\n+        typeNames[0] = iter.next().getName();\n+        typeNames[1] = iter.next().getName();\n+        Arrays.sort(typeNames);\n+        assertEquals(""application/xml"", typeNames[0]);\n+        assertEquals(""text/plain"", typeNames[1]);\n+\n         assertEquals(1, text.getSubTypes().size());\n         assertEquals(\n                 ""text/html"",\n                 text.getSubTypes().iterator().next().getName());\n+        \n         assertEquals(0, html.getSubTypes().size());\n     }\n '"
True,Regression,296,tika-parsers,c5038b8fd110a3305645ad9791a6d10315ca577f,a463b9fd2ac3046b7e669b3549385f962a2482f5,org.apache.tika.mime.MimeTypesTest.testSubTypes,False,[],,,,org.apache.tika.mime.mimetypes.getmimetype(string)@org.apache.tika.mime.mimetypes.forname(string)@org.apache.tika.mime.mimetypes.mimetypes(),"u'diff --git a/tika-parsers/src/test/java/org/apache/tika/mime/MimeTypesTest.java b/tika-parsers/src/test/java/org/apache/tika/mime/MimeTypesTest.java\nindex 3cea64701..9aebb32e2 100644\n--- a/tika-parsers/src/test/java/org/apache/tika/mime/MimeTypesTest.java\n+++ b/tika-parsers/src/test/java/org/apache/tika/mime/MimeTypesTest.java\n@@ -18,6 +18,9 @@ package org.apache.tika.mime;\n \n import java.io.IOException;\n import java.io.InputStream;\n+import java.util.Arrays;\n+import java.util.Iterator;\n+\n import junit.framework.TestCase;\n \n public class MimeTypesTest extends TestCase {\n@@ -68,14 +71,20 @@ public class MimeTypesTest extends TestCase {\n    }\n \n     public void testSubTypes() {\n-        assertEquals(1, binary.getSubTypes().size());\n-        assertEquals(\n-                ""text/plain"",\n-                binary.getSubTypes().iterator().next().getName());\n+        assertEquals(2, binary.getSubTypes().size());\n+        Iterator<MimeType> iter = binary.getSubTypes().iterator();\n+        String[] typeNames = new String[2];\n+        typeNames[0] = iter.next().getName();\n+        typeNames[1] = iter.next().getName();\n+        Arrays.sort(typeNames);\n+        assertEquals(""application/xml"", typeNames[0]);\n+        assertEquals(""text/plain"", typeNames[1]);\n+\n         assertEquals(1, text.getSubTypes().size());\n         assertEquals(\n                 ""text/html"",\n                 text.getSubTypes().iterator().next().getName());\n+        \n         assertEquals(0, html.getSubTypes().size());\n     }\n '"
True,Delta,296,tika-core,c5038b8fd110a3305645ad9791a6d10315ca577f,a463b9fd2ac3046b7e669b3549385f962a2482f5,org.apache.tika.mime.MimeDetectionTest.testAutosetSupertype,False,[],,,,org.apache.tika.mime.mimetypes.getmimetype(string)@org.apache.tika.mime.mimetypes.forname(string)@org.apache.tika.mime.mimetypes.mimetypes(),"u'diff --git a/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java b/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java\nindex 2e38907c7..f56f7868d 100644\n--- a/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java\n+++ b/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java\n@@ -48,6 +48,15 @@ public class MimeDetectionTest extends TestCase {\n         testFile(""application/xml"", ""test-long-comment.xml"");\n         testFile(""application/xslt+xml"", ""stylesheet.xsl"");\n     }\n+    \n+    public void testAutosetSupertype() throws MimeTypeException {\n+    \tMimeTypes types = new MimeTypes();\n+    \tMimeType type = types.forName(""application/something+xml"");\n+    \tassertEquals(""application/xml"", type.getSuperType().getName());\n+    \t\n+    \ttype = types.forName(""text/something"");\n+    \tassertEquals(""text/plain"", type.getSuperType().getName());\n+    }\n \n     private void testFile(String expected, String filename) throws IOException {\n         InputStream in = getClass().getResourceAsStream(filename);'"
True,Delta,296,tika-core,c5038b8fd110a3305645ad9791a6d10315ca577f,a463b9fd2ac3046b7e669b3549385f962a2482f5,org.apache.tika.mime.MimeDetectionTest.testAutosetSupertype,False,[],,,,org.apache.tika.mime.mimetypes.getmimetype(string)@org.apache.tika.mime.mimetypes.forname(string)@org.apache.tika.mime.mimetypes.mimetypes(),"u'diff --git a/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java b/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java\nindex 2e38907c7..f56f7868d 100644\n--- a/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java\n+++ b/tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java\n@@ -48,6 +48,15 @@ public class MimeDetectionTest extends TestCase {\n         testFile(""application/xml"", ""test-long-comment.xml"");\n         testFile(""application/xslt+xml"", ""stylesheet.xsl"");\n     }\n+    \n+    public void testAutosetSupertype() throws MimeTypeException {\n+    \tMimeTypes types = new MimeTypes();\n+    \tMimeType type = types.forName(""application/something+xml"");\n+    \tassertEquals(""application/xml"", type.getSuperType().getName());\n+    \t\n+    \ttype = types.forName(""text/something"");\n+    \tassertEquals(""text/plain"", type.getSuperType().getName());\n+    }\n \n     private void testFile(String expected, String filename) throws IOException {\n         InputStream in = getClass().getResourceAsStream(filename);'"
True,Regression,275,tika-parsers,120c23875a61e1946125c37931b980964fe24d2a,a68d61cc30e6508264365b7838ef34a92acbdfec,org.apache.tika.parser.asm.ClassParserTest.testClassParsing,False,[],,,,org.apache.tika.parser.autodetectparser.autodetectparser()@org.apache.tika.config.tikaconfig.getdefaultconfig(parser),u''
True,Regression,269,tika-parsers,da2fb0cba8d5aeba3d8243364653f3a7baf604e7,9cfb4e1dad83854a9da85bcfc5aaae30b16ea73f,org.apache.tika.parser.asm.ClassParserTest.testClassParsing,False,[],,,,org.apache.tika.tika.tika(tikaconfig)@org.apache.tika.tika.tika(),u''
